ID,Title,Short Description,Contributors,Mentors,Organization,GSoC Archive Link,Reflection Link,Challenges,Learn,Details,Pull Links,Issue Links,Tech Stack,Topics
11, Empowering Participatory Democracy: Integrating EJ with Decidim ,"This project proposes integrating ""Empurrando Juntas"" (EJ) with Decidim to streamline community decision-making by using AI to group similar...", Samantha Adorno ," Mentor  Carla Rocha, Bruna Moreira, Isaque Alves, Giovanni Alvissus Camargo Giampauli ", Organization  LAPPIS ,/archive/2024/projects/zRVwuGWD,https://gist.github.com/sadorno1/cd8cb1118ff4d423a8b14f5b1d802df3,Yes,Yes,"This project proposes integrating ""Empurrando Juntas"" (EJ) with Decidim to streamline community decision-making by using AI to group similar opinions. This aims to enhance democratic engagement by making discussions more inclusive and efficient. The key steps include evaluating both platforms for integration points, developing an integration architecture, implementing the solution, and creating a feedback loop for continuous refinement.

Deliverables:
-Integration architecture document.
-Integration prototype.
-Deployment and usage documentation.
-Feedback mechanism for ongoing improvement.",[],[],ruby on rails,machine learning
12, Porting from GtkTreeView to a new GimpTreeView ,Currently GIMP uses the complicated GtkTreeView from GTK3. My job is to create a new GimpTreeView widget which moves away from GtkTreeView as it will..., Cheesequake , Mentor  cmyk-student , Organization  GNU Image Manipulation Program ,/archive/2024/projects/PanhUm2r,https://gist.github.com/cheesequake/c5381fca202b5a60e5eab9b8d085b63f,No,Yes,"Currently GIMP uses the complicated GtkTreeView from GTK3. My job is to create a new GimpTreeView widget which moves away from GtkTreeView as it will be deprecated in GTK4 port, and which is much simpler to implement than GtkTreeView. With inspiration from GTK4's GtkColumnView, I will create a versatile widget which is much cleaner in implementation.",[],[],"gtk, c programming","software development, object oriented programming, GNU Development"
13, Incrementally improve autocomplete feature ,The proposal seeks to enhance the existing autocomplete functionality within Purr Data. Our approach involves gathering user feedback on their..., ayushanand308 , Mentor  aggraef , Organization  Purr Data ,/archive/2024/projects/D53MhEYZ,https://ayushanand308.github.io/gsoc24Report.github.io/,No,No,"The proposal seeks to enhance the existing autocomplete functionality within Purr Data. Our approach involves gathering user feedback on their interactions with the autocomplete feature, identifying any encountered bugs or issues, and soliciting additional suggestions for improvement. Additionally, we will address the bugs we have identified. Following the user feedback phase, we will focus on resolving these issues through iterative cycles of usage and testing to ensure the viability of the features and bug fixes. If time allows, we will then consider implementing the features outlined in the proposal.",[],[],"javascript, nodejs, css","web, graphics, audio"
14, Addition of 3-way comparison intrinsic to LLVM ,"Three-way comparisons are present in many high-level programming languages, such as C++ with its spaceship (<=>) comparison operator or Rust via the...", Volodymyr Vasylkun ," Mentor  Nikita Popov, Dhruv Chawla ", Organization  LLVM Compiler Infrastructure ,/archive/2024/projects/tqzvhY0X,https://docs.google.com/document/d/1vihSKPwm016J0_0MVCZ0cZS1B0ij8k44DA7YQlg3kCA/edit?usp=sharing,No,Yes,"Three-way comparisons are present in many high-level programming languages, such as C++ with its spaceship (<=>) comparison operator or Rust via the Ord/PartialOrd traits. Currently, there is no way to express such a comparison using a single operation in LLVM, which means that instead frontends can emit many different sequences of instructions instead. LLVM does not necessarily produce the most optimal machine code for each of such sequences. The goal of this project is to add an instrinsic to the LLVM IR language that would perform this comparison for integers, which can then be used by the frontends and which can have all the optimizations tailored to it, allowing more optimal machine code to be produced.",[],[],c++,"compilers, programming languages"
15, Learning quantum representations of classical high energy physics data with contrastive learning ,"In this project, we introduce quantum contrastive learning, a quantum machine learning technique to enhance performance of models involving high...", Amey Bhatuse ," Mentor  ToMago, Rui Zhang ", Organization  Machine Learning for Science (ML4SCI) ,/archive/2024/projects/nyIWIGtE,https://github.com/Amey-2002/GSoC_2024_QMLHEP,No,Yes,"In this project, we introduce quantum contrastive learning, a quantum machine learning technique to enhance performance of models involving high energy physics data for tasks such as signal and background classification. Contrastive learning is a way of producing effective representations of complex data such that it can be used for other downstream applications with minimal issues and increased throughput. High energy physics has several subtle aspects that usual images from other domains do not express, hence we conjecture that quantum computing might help getting improved representations for such data using entanglement and interference effects inherent to quantum mechanics.",['https://github.com/Amey-2002/GSoC_2024_QMLHEP/pull/1'],[],"pytorch, Pennylane",Quantum Contrastive Learning
16, LORIS Data Platform Web Modules and API Development ,"The project aims to enhance the LORIS web platform, a widely used tool in neuroimaging research with databases utilized by research teams in 22...", Nada Ahmed Elmasry ," Mentor  Christine Rogers, Laetitia Fesselier ", Organization  INCF ,/archive/2024/projects/BffgNUa9,https://gist.github.com/NadaElmasry/60640a7e06938d9bd49c8d71d43a22f7,Yes,Yes,"The project aims to enhance the LORIS web platform, a widely used tool in neuroimaging research with databases utilized by research teams in 22 countries, by improving its data ingestion, storage, and processing capabilities for neural information. The approach includes familiarizing with the LORIS platform, exploring its source code, assessing and enhancing existing modules, and introducing new modules to augment and enhance functionality. The project will involve rigorous implementation and testing of code updates, documentation of changes, and integration of feedback from the LORIS community. Deliverables include improvements to the existing code, development of features for EEG modules, development of visualization and data pipelines, and comprehensive documentation and tutorials for new features. This enhancement will streamline research efforts for the global user base of LORIS, making the platform more efficient and user-friendly.","['https://github.com/aces/EEG2BIDS/pull/131', 'https://github.com/aces/Loris/pull/9417']",[],"python, linux, javascript, react, opencv, nosql","open science, web development, cloud, signal processing, medical imaging, Imaging Platform"
17, Relational Framework for Prompt-based Automatic Layout Generation with Glayout ,The proposal seeks to build upon an existing relational framework that facilitates the generation of DRC-compliant analog layouts through..., Chetanya Goyal , Mentor  Mehdi Saligane , Organization  CHIPS Alliance ,/archive/2024/projects/49CwWpnf,https://gist.github.com/chetanyagoyal/061b1ecb159f833e5f797b22d8a4be7b,No,Yes,"The proposal seeks to build upon an existing relational framework that facilitates the generation of DRC-compliant analog layouts through conversational English prompts. It addresses challenges in analog layout creation, such as the necessity of coding expertise with Glayout API or the time-intensive nature of GUI-based approaches, as well as the need for automatic layout generation from high-level circuit descriptions.

The strategy involves rectifying existing framework bugs and enhancing layout validation through Magic DRC and LVS checks. Subsequently, the framework will be reinforced by simplifying routing and enabling streamlined creation of diverse circuits in a single step. Finally, the framework will be expanded by integrating in a Large Language Model (LLM) to translate very general conversational prompts into simpler commands usable by the relational model.","['https://github.com/idea-fasoc/OpenFASOC/pull/300', 'https://github.com/idea-fasoc/OpenFASOC/pull/303', 'https://github.com/idea-fasoc/OpenFASOC/pull/305', 'https://github.com/idea-fasoc/OpenFASOC/pull/307', 'https://github.com/idea-fasoc/OpenFASOC/pull/308', 'https://github.com/idea-fasoc/OpenFASOC/pull/311', 'https://github.com/idea-fasoc/OpenFASOC/pull/316', 'https://github.com/idea-fasoc/OpenFASOC/pull/317', 'https://github.com/idea-fasoc/OpenFASOC/pull/319', 'https://github.com/idea-fasoc/OpenFASOC/pull/322', 'https://github.com/idea-fasoc/OpenFASOC/pull/329', 'https://github.com/idea-fasoc/OpenFASOC/pull/329', 'https://github.com/idea-fasoc/OpenFASOC/pull/336', 'https://github.com/idea-fasoc/OpenFASOC/pull/341', 'https://github.com/idea-fasoc/OpenFASOC/pull/341']",[],"python, json, bash, YAML","OpenFASOC, LLMs, Analog Layout, Open-Silicon"
18, Add EODAG support to GRASS GIS ,"The project focuses on writing a Python library for GRASS GIS that utilizes EODAG API. Currently, GRASS uses different APIs for each satellite data...", <Hamed> ," Mentor  Veronica Andreo, Luca Delucchi, Stefan Blumentrath ", Organization  OSGeo (Open Source Geospatial Foundation) ,/archive/2024/projects/eWqnFI4u,https://grasswiki.osgeo.org/wiki/GRASS_GSoC_2024_EODAG_Support,No,No,"The project focuses on writing a Python library for GRASS GIS that utilizes EODAG API. Currently, GRASS uses different APIs for each satellite data provider. As a result, a lot of maintenance has to be done to keep up with the changes happening to all the different APIs. Thus, adding EODAG support to GRASS GIS will provide a lot of flexibility in the future development of GRASS, by decreasing the amount of maintenance needed to keep up with all the different APIs updated, and instead maintain the support for EODAG library. Deliverables for this proposal are supporting Sentinel, Landsat, and MODIS datasets with EODAG, and reimplementation of both i.sentinel.download and i.landsat.download modules with the new GRASS EODAG library.","['https://github.com/OSGeo/grass-addons/pull/1090', 'https://github.com/OSGeo/grass-addons/pull/1097', 'https://github.com/OSGeo/grass-addons/pull/1097', 'https://github.com/OSGeo/grass-addons/pull/1097', 'https://github.com/OSGeo/grass-addons/pull/1104', 'https://github.com/HamedElgizery/grass-addons/pull/11', 'https://github.com/OSGeo/grass-addons/pull/1136', 'https://github.com/OSGeo/grass-addons/pull/1136', 'https://github.com/OSGeo/grass-addons/pull/1136', 'https://github.com/OSGeo/grass-addons/pull/1104', 'https://github.com/OSGeo/grass-addons/pull/1136', 'https://github.com/OSGeo/grass-addons/pull/1142', 'https://github.com/OSGeo/grass-addons/pull/1144', 'https://github.com/OSGeo/grass-addons/pull/1144', 'https://github.com/OSGeo/grass-addons/pull/1145', 'https://github.com/OSGeo/grass-addons/pull/1150', 'https://github.com/OSGeo/grass-addons/pull/1152', 'https://github.com/OSGeo/grass-addons/pull/1156', 'https://github.com/OSGeo/grass-addons/pull/1150', 'https://github.com/HamedElgizery/grass-addons/pull/11', 'https://github.com/OSGeo/grass-addons/pull/1163', 'https://github.com/OSGeo/grass-addons/pull/1156', 'https://github.com/OSGeo/grass-addons/pull/1167', 'https://github.com/OSGeo/grass-addons/pull/1165', 'https://github.com/OSGeo/grass-addons/pull/1159', 'https://github.com/OSGeo/grass-addons/pull/1150', 'https://github.com/OSGeo/grass-addons/pull/1163', 'https://github.com/OSGeo/grass-addons/pull/1170', 'https://github.com/OSGeo/grass-addons/pull/1165', 'https://github.com/OSGeo/grass-addons/pull/1150', 'https://github.com/OSGeo/grass-addons/pull/1090', 'https://github.com/OSGeo/grass-addons/pull/1097', 'https://github.com/OSGeo/grass-addons/pull/1104', 'https://github.com/OSGeo/grass-addons/pull/1136', 'https://github.com/OSGeo/grass-addons/pull/1142', 'https://github.com/OSGeo/grass-addons/pull/1144', 'https://github.com/OSGeo/grass-addons/pull/1145', 'https://github.com/OSGeo/grass-addons/pull/1150', 'https://github.com/OSGeo/grass-addons/pull/1152', 'https://github.com/OSGeo/grass-addons/pull/1156', 'https://github.com/OSGeo/grass-addons/pull/1159', 'https://github.com/OSGeo/grass-addons/pull/1163', 'https://github.com/OSGeo/grass-addons/pull/1165', 'https://github.com/OSGeo/grass-addons/pull/1167', 'https://github.com/OSGeo/grass-addons/pull/1170']","['https://github.com/CS-SI/eodag/issues/1252', 'https://github.com/HamedElgizery/grass-addons/issues/17', 'https://github.com/HamedElgizery/grass-addons/issues/17', 'https://github.com/HamedElgizery/grass-addons/issues/7']","c, python","gis, Geospatial Datasets, EODAG, GRASS GIS"
19," GSoC 2024: Transferring Playlists Between SoundCloud, Apple Music and ListenBrainz ",ListenBrainz generates music recommendation playlists. These playlists can be listened to on ListenBrainz using BrainzPlayer if the user has..., kubrimskii ," Mentor  Lucifer Morningstar, Ansh Goyal ", Organization  MetaBrainz Foundation Inc ,/archive/2024/projects/4TIDIyZY,https://blog.metabrainz.org/2024/09/05/gsoc-2024-transferring-playlists-between-soundcloud-apple-music-and-listenbrainz/,No,No,"ListenBrainz generates music recommendation playlists. These playlists can be listened to on ListenBrainz using BrainzPlayer if the user has connected a music service to LB. Users can also configure such playlists to be automatically exported to the music service of their choice. However, currently, only Spotify playlist export is supported. We can expand this feature, by adding support for exporting playlists to SoundCloud and Apple Music as well.
Furthermore, integrating feature of importing playlists from music services such as Spotify, SoundCloud, and Apple Music would significantly enrich the platform's functionality.",[],[],"python, react, flask, typescript",web
20, AI In-message Emoji generator / embellisher ,"Text embellishment plays a vital role in enhancing communication, fostering engagement, and making written content more impactful. This project aims...", Sandeep Pillai ," Mentor  Sing Li, Shubham Bhardwaj ", Organization  rocket.chat ,/archive/2024/projects/2ihDjsic,https://github.com/RocketChat/Apps.Emoji.Embellisher/wiki,Yes,Yes,"Text embellishment plays a vital role in enhancing communication, fostering engagement, and making written content more impactful. This project aims to create a Rocket.Chat App that enables users to emojify or embellish their text messages using LLMs (large language models) and prompt engineering. The AI-generated text will be presented through an interactive message interface, with action buttons such as send, redo, edit, and copy, visible only to the user. Depending on the action button clicked, the user can send the message to the channel, regenerate the AI-generated message, edit the message, or copy it, respectively. This app adds a new dimension of creativity to enhancing communication within Rocket.Chat.","['https://github.com/RocketChat/Apps.Emoji.Embellisher/pull/1', 'https://github.com/RocketChat/Apps.Emoji.Embellisher/pull/3', 'https://github.com/RocketChat/Apps.Emoji.Embellisher/pull/5', 'https://github.com/RocketChat/Apps.Emoji.Embellisher/pull/7', 'https://github.com/RocketChat/Apps.Emoji.Embellisher/pull/11', 'https://github.com/RocketChat/Apps.Emoji.Embellisher/pull/12', 'https://github.com/RocketChat/Apps.Emoji.Embellisher/pull/13', 'https://github.com/RocketChat/Apps.Emoji.Embellisher/pull/17', 'https://github.com/RocketChat/Apps.Emoji.Embellisher/pull/18', 'https://github.com/RocketChat/Apps.Emoji.Embellisher/pull/19', 'https://github.com/RocketChat/Apps.Emoji.Embellisher/pull/24', 'https://github.com/RocketChat/Apps.Emoji.Embellisher/pull/25', 'https://github.com/RocketChat/Apps.Emoji.Embellisher/pull/26']","['https://github.com/RocketChat/Apps.Emoji.Embellisher/issues/2', 'https://github.com/RocketChat/Apps.Emoji.Embellisher/issues/4', 'https://github.com/RocketChat/Apps.Emoji.Embellisher/issues/6', 'https://github.com/RocketChat/Apps.Emoji.Embellisher/issues/8', 'https://github.com/RocketChat/Apps.Emoji.Embellisher/issues/9', 'https://github.com/RocketChat/Apps.Emoji.Embellisher/issues/10', 'https://github.com/RocketChat/Apps.Emoji.Embellisher/issues/14', 'https://github.com/RocketChat/Apps.Emoji.Embellisher/issues/15', 'https://github.com/RocketChat/Apps.Emoji.Embellisher/issues/16', 'https://github.com/RocketChat/Apps.Emoji.Embellisher/issues/20', 'https://github.com/RocketChat/Apps.Emoji.Embellisher/issues/21', 'https://github.com/RocketChat/Apps.Emoji.Embellisher/issues/22', 'https://github.com/RocketChat/Apps.Emoji.Embellisher/issues/23']","python, node.js, typescript, Rocket.Chat apps-engine, LLMs","artificial intelligence, Rocket.chat, Prompt Engineering, Text Embellishment"
21, Implementation of Quantum Generative Adversarial Networks to Perform HEP Analysis at LHC ,"The project aims to implement different GAN architectures ranging from classical models to fully quantum models, including hybrid models as well. And...", Adithya Penagonda ," Mentor  Abhay Kamble, ToMago, Gopal Ramesh Dahale, Rui Zhang ", Organization  Machine Learning for Science (ML4SCI) ,/archive/2024/projects/OKkyXUkV,https://medium.com/@swheatdreamz/whos-at-loss-0b921b3e1bb4,No,No,"The project aims to implement different GAN architectures ranging from classical models to fully quantum models, including hybrid models as well. And compare their performance with the goal of proving the quantum advantage. We work with different datasets that belong to High energy physics to prove the practicality of these quantum models in the NISQ era. We will explore different encoding techniques, Loss functions, Gradient algorithms and network evaluation methods.",[],[],"Qiskit, Generative Adversarial Networks, Pennylane",Quantum Machine Learning
22, Extend Chart Types in Study View ,"Extend the ""Chart"" functionality on the Study View Page by supporting additional types of charts such as line charts and area charts. Support chart...", mukayevolzhas ," Mentor  AARON S LISMAN, Bryan Lai ", Organization  cBioPortal for Cancer Genomics ,/archive/2024/projects/9vHrWwVV,https://gist.github.com/olzhasmukayev/deb78937c2795ff760bb9c16881665bd,No,Yes,"Extend the ""Chart"" functionality on the Study View Page by supporting additional types of charts such as line charts and area charts. Support chart toggle functionality to allow users to select different types of charts for the particular data set. Implement ""group chart"" functionality to improve UX for chart analysis.","['https://github.com/cBioPortal/cbioportal-frontend/pull/4876', 'https://github.com/cBioPortal/cbioportal-frontend/pull/4872', 'https://github.com/cBioPortal/cbioportal-frontend/pull/4880', 'https://github.com/cBioPortal/cbioportal-frontend/pull/4951', 'https://github.com/cBioPortal/cbioportal-frontend/pull/4957', 'https://github.com/cBioPortal/cbioportal-frontend/pull/4977']","['https://github.com/cBioPortal/cbioportal/issues/10661', 'https://github.com/cBioPortal/cbioportal/issues/10718', 'https://github.com/cBioPortal/cbioportal/issues/10507']","javascript, typescript, react.js","frontend, Charts, Caner"
23, Arcilator Vectorization ,"Add a vectorization support to Arcilator. An efficient vectorization pass will make Arcilator faster, as hardware designs often contain highly...", Mohamed Atef ," Mentor  Fabian Schuiki, Martin Erhart ", Organization  Free and Open Source Silicon Foundation ,/archive/2024/projects/U4OHb5Cf,https://github.com/elhewaty/FOSSi-Foundation-GSOC24/blob/main/README.md,Yes,No,"Add a vectorization support to Arcilator. An efficient vectorization pass will make Arcilator faster, as hardware designs often contain highly repetitive structures that require the same computation on different data pieces. The proposed pass will implement most of the Superword Level parallelism features. This project starts by packing the seed operations and extending the pack sets as needed according to the cost function that calculates the benefit from packing and unpacking instructions.","['https://github.com/llvm/circt/pull/7061', 'https://github.com/llvm/circt/pull/7100', 'https://github.com/llvm/circt/pull/7087', 'https://github.com/llvm/circt/pull/7113', 'https://github.com/llvm/circt/pull/7146', 'https://github.com/llvm/circt/pull/7146', 'https://github.com/llvm/circt/pull/7429', 'https://github.com/llvm/circt/pull/7394', 'https://github.com/llvm/circt/pull/7360']",[],"llvm, c++, mlir, compilers, Vectorization, CIRCT","compilers, simulations, vectorization"
24, Add source encoding and literal conversion to the GnuCOBOL compiler ,"COBOL source files may use different encodings. Commonly, these use some 8-bit character encoding like ISO-8859-15 or an EBCDIC one ""transferred as...", AMaher ," Mentor  Simon Sobisch, James K. Lowden ", Organization  GNU Project ,/archive/2024/projects/dyyeQOgO,https://medium.com/@ahmed.maher.ahmed.309/google-summer-of-code-with-gnu-organization-d4317828172d,No,No,"COBOL source files may use different encodings. Commonly, these use some 8-bit
character encoding like ISO-8859-15 or an EBCDIC one ""transferred as binary from the
Mainframe"". Newer sources are often written in UTF-8, which can pose challenges for
user-defined words and literals stored as single-byte characters. The project aims to
support files with different encodings and internally convert between UTF-8, UTF-16,
stored as byte arrays.",[],[],"c, Flex, libicu, libiconv","Compiler design, file encodings"
25," Port Workbench demos to Vala, build a new Workbench Library, and replace the current code search ","Port the remaining demos in Workbench to Vala, the plan of action; port demos, get reviews from maintainers, and fix any issues. Build a new and...", Bharat Tyagi ," Mentor  Sonny Piers, Andy Holmes, Lorenz Wildberg ", Organization  GNOME Foundation ,/archive/2024/projects/BmwoWaPj,https://medium.com/@bharat.atbrat/gsoc-2024-the-finale-1b6d56fcda92,No,No,"Port the remaining demos in Workbench to Vala, the plan of action; port demos, get reviews from maintainers, and fix any issues.

Build a new and enhanced library for demos. The new layout would make it easier to navigate for new and experienced users. This involves changing the library content containers and implementing category and language-based filtering.

Replace the current code search with a faster, more optimized search. Requires using software that allows full-text search (Eg: Xapian, FTS5 in SQLite).",[],[],"javascript, c/c++, gtk, vala, xml, sqlite, GNOME","gui, Workbench, Code Search"
26," Project Libremesh Pirania, new release. ","After the publication of the New Pirania API, a lot has been gained with Pirania in Libremesh. Many communities could be used and even today they use...", Henrique Mohr ," Mentor  Ilario Gelmetti, Hiure ", Organization  freifunk ,/archive/2024/projects/J7QlUBlx,https://gist.github.com/henmohr/6a1903f14fdd081e8b0560af2e8b7850,Yes,Yes,"After the publication of the New Pirania API, a lot has been gained with Pirania in Libremesh. Many communities could be used and even today they use it as a very important tool for the collection of funds, for the payment of the provider and sometimes even for people who work. Everybody can manage the system with Pirania UI. each router has access to the Captive Portal system and this makes it be distributed and extremely used in a community and of different types of governance. Pirania has different options of governance, this means that each community can understand the best use that it can make with the system and different cases of use. but for it to be more complete it is important to raise the different ideas that have already been raised by the community. And after the latest versions of lime-packages, pirania is not included, mainly because the basis of pirania’s operation is the iptables rules contained in ./usr/bin/captive-portal. As iptables ends up creating a very large file, the new version of libremesh decided to migrate from iptables to nftables. This and other changes need to be made to fit pirania into a new release.",['https://github.com/libremesh/lime-packages/pull/1133'],['https://github.com/libremesh/lime-packages/issues/1119'],"javascript, lua",Analyzing and coding
