ID,Title,Short Description,Contributors,Mentors,Organization,GSoC Archive Link,Reflection Link,Challenges,Learn,Details,Pull Links,Issue Links,Tech Stack,Topics
2, FluxML - Metalhead.jl development ,"This project aims to improve the existing deep learning for computer vision ecosystem in Julia, especially by adding more models that users can use...", Abhirath Anand , Mentor  Kyle Daruwalla , Organization  NumFOCUS ,/archive/2022/projects/7vJUICs0,https://drive.google.com/file/d/1igo5LbqWqdUFNKUrK9VngLQSbLYz9jTl/view?usp=sharing,No,Yes,"This project aims to improve the existing deep learning for computer vision ecosystem in Julia, especially by adding more models that users can use without much modification. Metalhead.jl is the package where this project will be working on consolidating all such computer vision models., The goal will be to add models that are both customisable and extensible so that they can be used for tasks such as image classification and semantic segmentation with ease.",[],[],julia,"computer vision, deep learning"
3, Develop JAX examples and demos for an ML upcoming textbook ,I propose to address the existing challenges with the current codebase of the book and then contribute new code for several figures for the upcoming..., Zeel B Patel , Mentor  Kevin  Murphy , Organization  TensorFlow ,/archive/2022/projects/uZY2MwtW,https://patel-zeel.github.io/gsoc22,Yes,Yes,"I propose to address the existing challenges with the current codebase of the book and then contribute new code for several figures for the upcoming book. Specifically, I propose to 1) Change the codebase from scripts to Jupiter notebooks for improved access and maintenance; 2) Set up a process to adapt the figure generation process in Python with the latex code in a way that font style and size look aesthetic in the book.; 3) Create interactive visualizations for several figures to allow the readers to experiment with variables and gauge their effect; 4) Implement the current code in JAX for several figures in the upcoming book; 5) Contribute content to the Gaussian processes chapter.","['https://github.com/probml/pyprobml/pull/703', 'https://github.com/probml/pyprobml/pull/764', 'https://github.com/probml/pyprobml/pull/795', 'https://github.com/probml/pyprobml/pull/727', 'https://github.com/probml/pyprobml/pull/721', 'https://github.com/probml/pyprobml/pull/722', 'https://github.com/probml/pyprobml/pull/728', 'https://github.com/probml/pyprobml/pull/750', 'https://github.com/probml/pyprobml/pull/919', 'https://github.com/probml/pyprobml/pull/874', 'https://github.com/probml/pyprobml/pull/871', 'https://github.com/probml/pyprobml/pull/1084', 'https://github.com/probml/pyprobml/pull/1081', 'https://github.com/probml/pyprobml/pull/690', 'https://github.com/probml/pyprobml/pull/703', 'https://github.com/probml/pyprobml/pull/704', 'https://github.com/probml/pyprobml/pull/707', 'https://github.com/probml/pyprobml/pull/709', 'https://github.com/probml/pyprobml/pull/719', 'https://github.com/probml/pyprobml/pull/721', 'https://github.com/probml/pyprobml/pull/722', 'https://github.com/probml/pyprobml/pull/727', 'https://github.com/probml/pyprobml/pull/728', 'https://github.com/probml/pyprobml/pull/741', 'https://github.com/probml/pyprobml/pull/750', 'https://github.com/probml/pyprobml/pull/763', 'https://github.com/probml/pyprobml/pull/764', 'https://github.com/probml/pyprobml/pull/779', 'https://github.com/probml/pyprobml/pull/780', 'https://github.com/probml/pyprobml/pull/787', 'https://github.com/probml/pyprobml/pull/795', 'https://github.com/probml/pyprobml/pull/798', 'https://github.com/probml/pyprobml/pull/800', 'https://github.com/probml/pyprobml/pull/805', 'https://github.com/probml/pyprobml/pull/824', 'https://github.com/probml/pyprobml/pull/834', 'https://github.com/probml/pyprobml/pull/846', 'https://github.com/probml/pyprobml/pull/871', 'https://github.com/probml/pyprobml/pull/874', 'https://github.com/probml/pyprobml/pull/919', 'https://github.com/probml/pyprobml/pull/1046', 'https://github.com/probml/pyprobml/pull/1081', 'https://github.com/probml/pyprobml/pull/1084', 'https://github.com/probml/pyprobml/pull/1099']",[],"python, latex, Jax","machine learning, Probabilistic Machine Learning"
4, Extend API / Distributed file sharing ,The project aims at improving and extending the current PEcAn REST API's by making it more robust and dynamic from the user's perspective. The..., Nihar Sanda ," Mentor  Rob Kooper, Istem Fer ", Organization  PEcAn Project ,/archive/2022/projects/vN1P5m66,https://koolgax99.github.io/posts/gsoc-2022-final-report/,No,Yes,"The project aims at improving and extending the current PEcAn REST API's by making it more robust and dynamic from the user's perspective. The changes in the REST API's will also be implemented in PEcAn's R API package. The security of the API's will also be improved by introducing API KEY management system, rate limitng and input validation.","['https://github.com/PecanProject/pecan/pull/2952', 'https://github.com/PecanProject/pecan/pull/2953', 'https://github.com/PecanProject/pecan/pull/2962', 'https://github.com/PecanProject/pecan/pull/3013', 'https://github.com/PecanProject/pecan/pull/3053']",[],"r, REST API's",API development
5, Support More Java String Functions in SPF ,"String solving is an important feature of symbolic execution for successful security and correctness analysis. In Java Symbolic Pathfinder (SPF), a...", Qiuchen Yan ," Mentor  Cyrille Artho, Pavel Parizek, Elena Sherman ", Organization  The JPF team ,/archive/2022/projects/PNS1YxFc,https://github.com/yanxx297/jpf-symbc/blob/mjr/dev_init_igen/doc/Z3str3-string-support.md,Yes,Yes,"String solving is an important feature of symbolic execution for successful security and correctness analysis. In Java Symbolic Pathfinder (SPF), a widely used Java symbolic executor, existing string solving integration lacks support for many string functions, including some frequently used ones. To improve SPF string solving, I will implement support for unhandled string functions based on functions that are already supported. For some functions looping on the input string, I will construct solver constraints by symbolically executing the implementation of those functions. As stretch goals, I also plan to add support to StringBuilder/StringBuffer and implement regex solver integration. The deliverable of this project is an SPF branch with most string functions supported, together with documentation and unit tests for newly supported functions.",[],[],"java, SMT solver","symbolic execution, program analysis"
6, Interfaces for consistent statistical analysis in the Python Spatial Analysis Library (PySAL) ,"For many users of statistical software, the most important aspect of a statistical software package is convenience. Therefore, it is important to...", Tyler Hoffman ," Mentor  Levi John Wolf, Taylor Oshan, Serge Rey, knaaptime ", Organization  NumFOCUS ,/archive/2022/projects/NjFg0H2U,https://www.tdhoffman.com/gsoc2022,No,Yes,"For many users of statistical software, the most important aspect of a statistical software package is convenience. Therefore, it is important to structure statistical software libraries in a natural way that reflects how users most commonly think about their problems. At present, many of the user-facing interfaces of the Python Spatial Analysis Library (PySAL) follow inconsistent design patterns and may not be the most natural structures in terms of ease of use. This 350-hour project will study consider a set of interface designs for standardized use across the library’s statistical modeling packages and implement one such design in a development version of the library. If time permits, another aspect of this project that may be tackled is the extension of R-style Wilkinson formulas to spatial models via a Python package such as patsy or formulaic (Wilkinson and Rogers, 1973).",[],[],python,Spatial Data Science
7, SciPy: Restructuring the F2PY frontend and replacing the build system ,F2PY is an open-source utility that provides an easy connection between Python and Fortran languages. It enables users to integrate Fortran code into..., Namami Shanker ," Mentor  czgdp1807, Rohit Goswami ", Organization  Python Software Foundation ,/archive/2022/projects/w3AXQo5h,https://namamishanker.github.io/posts/gsoc-closing-remarks/,No,Yes,"F2PY is an open-source utility that provides an easy connection between Python and Fortran languages. It enables users to integrate Fortran code into Python easily and quickly. F2PY has been in maintenance mode since 2009, ever since it became feature-complete for Fortran 77. Beginners browsing its codebase in the current state might find it challenging to read, understand and contribute. The frontend of F2PY is a handwritten command line parser that predates the intrinsic ‘argparse’ module by several years.

This project will include modernising the CLI with the “argparse” python library, simplifying the frontend codebase and making it more developer-friendly to contribute to.

Since “np.distutils” is set for deprecation, I propose adding an option to build the F2PY’s generated CPython extension modules with Meson. Meson will significantly speed up building standalone extension modules through the F2PY CLI. There is no change proposed to the process of generating C and Fortran wrappers from Fortran source files. Generation of the source code for integration in Python projects will be carried out in the same way. Currently, “np.distutils” is used by F2PY to build generated extension modules. Adding a Meson backend will provide faster builds and long-term backend support for F2PY.

Additionally, I plan to re-implement the class-based test-suite of F2PY in a modern pytest manner and add a developer’s guide to F2PY.","['https://github.com/numpy/numpy/pull/21923', 'https://github.com/numpy/numpy/pull/22225']",[],"python, meson","testing, documentation, build system, CLI Design"
8, CSV Importer and Improve Preferences UI/UX ,My proposal has 2 subprojects associated to improve the app: CSV Importer and Improve Preferences UI/UX. CSV files are a very useful way to organize..., Brayan Oliveira ," Mentor  David, Akshay Jadhav, Manikant ", Organization  AnkiDroid ,/archive/2022/projects/C9pmMeIt,https://gist.github.com/BrayanDSO/82c713050e8af049489a6ed7db2b5515,No,Yes,"My proposal has 2 subprojects associated to improve the app: CSV Importer and Improve Preferences UI/UX.
 
CSV files are a very useful way to organize and create a bulk of flashcards. 
It allows any person without coding knowledge to create decks based on a spreadsheet file easily. Additionally, it makes deck collaboration easier on online platforms like Google Sheets. This is very significant to the growing number of phone users and education institutions using Chromebooks. To solve it, it will be created some CSV importing screens, including a CSV preview, alongside integrating it with the importing backend code.

AnkiDroid preferences allow the user to customize their learning experience and app settings. Due to its large number and lack of organization, it has been a big source of complaints from the users. Also, it is underly tested, with part of the code not updated in years and some deprecations.
The main goal of this project is to help users tweak their learning experience with ease by improving the preferences UI and UX. To do it, I will create new categories, add a search bar and icons, update the code and build some tests","['https://github.com/ankidroid/Anki-Android/pull/11508', 'https://github.com/ankidroid/Anki-Android/pull/11512', 'https://github.com/ankidroid/Anki-Android/pull/11517', 'https://github.com/ankidroid/Anki-Android/pull/11521', 'https://github.com/ankidroid/Anki-Android/pull/11522', 'https://github.com/ankidroid/Anki-Android/pull/11572', 'https://github.com/ankidroid/Anki-Android/pull/11624', 'https://github.com/ankidroid/Anki-Android/pull/11625', 'https://github.com/ankidroid/Anki-Android/pull/11647', 'https://github.com/ankidroid/Anki-Android/pull/11652', 'https://github.com/ankidroid/Anki-Android/pull/11659', 'https://github.com/ankidroid/Anki-Android/pull/11682', 'https://github.com/ankidroid/Anki-Android/pull/11683', 'https://github.com/ankidroid/Anki-Android/pull/11684', 'https://github.com/ankidroid/Anki-Android/pull/11685', 'https://github.com/ankidroid/Anki-Android/pull/11719', 'https://github.com/ankidroid/Anki-Android/pull/11725', 'https://github.com/ankidroid/Anki-Android/pull/11778', 'https://github.com/ankidroid/Anki-Android/pull/11803', 'https://github.com/ankidroid/Anki-Android/pull/11866', 'https://github.com/ankidroid/Anki-Android/pull/11869', 'https://github.com/ankidroid/Anki-Android/pull/11873', 'https://github.com/ankidroid/Anki-Android/pull/11874', 'https://github.com/ankidroid/Anki-Android/pull/11919', 'https://github.com/ankidroid/Anki-Android/pull/11933', 'https://github.com/ankidroid/Anki-Android/pull/11934', 'https://github.com/ankidroid/Anki-Android/pull/11977', 'https://github.com/ankidroid/Anki-Android/pull/12006', 'https://github.com/ankidroid/Anki-Android/pull/12008', 'https://github.com/ankidroid/Anki-Android/pull/12009', 'https://github.com/ankidroid/Anki-Android/pull/12032', 'https://github.com/ankidroid/Anki-Android/pull/12072', 'https://github.com/ankidroid/Anki-Android/pull/12105', 'https://github.com/ankidroid/Anki-Android/pull/12121', 'https://github.com/ankidroid/Anki-Android/pull/12171', 'https://github.com/ankidroid/Anki-Android/pull/12176', 'https://github.com/ankidroid/Anki-Android/pull/12298', 'https://github.com/ByteHamster/SearchPreference/pull/19', 'https://github.com/ByteHamster/SearchPreference/pull/21', 'https://github.com/ByteHamster/SearchPreference/pull/24', 'https://github.com/ByteHamster/SearchPreference/pull/26', 'https://github.com/ankidroid/Anki-Android/pull/11508', 'https://github.com/ankidroid/Anki-Android/pull/12121', 'https://github.com/ankidroid/Anki-Android/pull/11512', 'https://github.com/ankidroid/Anki-Android/pull/11521', 'https://github.com/ankidroid/Anki-Android/pull/11522', 'https://github.com/ankidroid/Anki-Android/pull/11647', 'https://github.com/ankidroid/Anki-Android/pull/11652', 'https://github.com/ankidroid/Anki-Android/pull/11659', 'https://github.com/ankidroid/Anki-Android/pull/11803', 'https://github.com/ankidroid/Anki-Android/pull/11869', 'https://github.com/ankidroid/Anki-Android/pull/11934', 'https://github.com/ankidroid/Anki-Android/pull/11977', 'https://github.com/ankidroid/Anki-Android/pull/12009', 'https://github.com/ankidroid/Anki-Android/pull/12032', 'https://github.com/ankidroid/Anki-Android/pull/11778', 'https://github.com/ByteHamster/SearchPreference/pull/19', 'https://github.com/ByteHamster/SearchPreference/pull/21', 'https://github.com/ByteHamster/SearchPreference/pull/24', 'https://github.com/ByteHamster/SearchPreference/pull/26', 'https://github.com/ankidroid/Anki-Android/pull/12298', 'https://github.com/ankidroid/Anki-Android/pull/11517', 'https://github.com/ankidroid/Anki-Android/pull/11572', 'https://github.com/ankidroid/Anki-Android/pull/11624', 'https://github.com/ankidroid/Anki-Android/pull/11625', 'https://github.com/ankidroid/Anki-Android/pull/11682', 'https://github.com/ankidroid/Anki-Android/pull/11683', 'https://github.com/ankidroid/Anki-Android/pull/11684', 'https://github.com/ankidroid/Anki-Android/pull/11685', 'https://github.com/ankidroid/Anki-Android/pull/11719', 'https://github.com/ankidroid/Anki-Android/pull/11725', 'https://github.com/ankidroid/Anki-Android/pull/11866', 'https://github.com/ankidroid/Anki-Android/pull/11873', 'https://github.com/ankidroid/Anki-Android/pull/11874', 'https://github.com/ankidroid/Anki-Android/pull/11919', 'https://github.com/ankidroid/Anki-Android/pull/11933', 'https://github.com/ankidroid/Anki-Android/pull/12006', 'https://github.com/ankidroid/Anki-Android/pull/12008', 'https://github.com/ankidroid/Anki-Android/pull/12072', 'https://github.com/ankidroid/Anki-Android/pull/12105', 'https://github.com/ankidroid/Anki-Android/pull/12171', 'https://github.com/ankidroid/Anki-Android/pull/12176']",[],"android, java, xml, kotlin, CSV","ui, ux, Importing"
9, Mobile — Easier Editing ,The current editor in the Joplin mobile app lacks features. The beta editor is buggy and often frustrating. Users with styluses and touchscreens are..., Henry H , Mentor  Daeraxa , Organization  Joplin ,/archive/2022/projects/RCS4HdVg,https://personalizedrefrigerator.github.io/personalSite/2022/09/05/gsoc-final-reflection/,Yes,No,"The current editor in the Joplin mobile app lacks features. The beta editor is buggy and often frustrating. Users with styluses and touchscreens are unable to easily input hand-drawn images and diagrams.
I propose fixing the most severe bugs in the beta editor, adding a touch-friendly toolbar, and adding an image editor to the mobile app.","['https://github.com/laurent22/joplin/pulls?q=is%3Apr+author%3Apersonalizedrefrigerator++created%3A%3C2022-09-08', 'https://github.com/laurent22/joplin/pull/6739', 'https://github.com/laurent22/joplin/pull/6753', 'https://github.com/laurent22/joplin/pull/6707', 'https://github.com/laurent22/joplin/pull/6684']","['https://github.com/react-native-webview/react-native-webview/issues/1634', 'https://github.com/laurent22/joplin/issues/5775', 'https://github.com/laurent22/joplin/issues/6682#issuecomment-1207123165', 'https://github.com/laurent22/joplin/issues/6805', 'https://github.com/react-native-webview/react-native-webview/issues/1634']","javascript, css, typescript, react native, CodeMirror 6","Pen, Drawing, code editor, bugfix"
10, Finding Exoplanets with Astronomical Observations ,The ultimate purpose of this project is to train image-based deep learning models to detect planets embedded in protoplanetary disks. This will be..., Jason Terry ," Mentor  ML4SCI, Emanuele Usai, Ali Hariri ", Organization  Machine Learning for Science (ML4SCI) ,/archive/2022/projects/ifDd82zk,https://github.com/ML4SCI/EXXA/tree/main/KINEMATIC_APPROACH,No,Yes,"The ultimate purpose of this project is to train image-based deep learning models to detect planets embedded in protoplanetary disks. This will be done using a kinematic analysis of the disk, i.e., observing how the material inside of it is moving. Given the relative sparsity of high-quality kinematic observations of these disks, training data will be a combination of actual observations and synthetic images generated from hydrodynamics simulations.  Models will not only be evaluated based on their performance as quantified via typical measures, but they will also be evaluated on their ability to locate planets through the intensity of their activations. A performant model will confidently predict the presence, or lack-thereof, of a planet and precisely highlight it when activated.",[],[],"python, fortran","science, vision, physics, astronomy"
11, Implementing auto-vectorization hints for par_unseq and unseq versions of HPX parallel algorithms ,C++ 17 and 20 released the par_unseq and unseq execution models which give guarantees to functions which specialize on them that data access..., A Kishore Kumar ," Mentor  Srinivas Yadav, Nikunj Gupta ", Organization  Ste||ar group ,/archive/2022/projects/Xtj2bzL7,https://github.com/akcube/hpx,No,No,"C++ 17 and 20 released the par_unseq and unseq execution models which give guarantees to functions which specialize on them that data access functions can be interleaved even between iterations of one thread. This means that these functions are vectorization safe and can thus gain massive boosts in performance by compiler auto-vectorization. 

Compilers however are conservative and auto-vectorize loops only when they are sure that vectorized versions give the same result as their scalar counterparts and that vectorization will actually end up being profitable. GCC, Clang, MSVC, ICC all rely on different optimization passes in their backend and are all capable of auto-vectorizing certain loop patterns but not all.

The goal of this project is to analyze compiler codegen response to different hints and implement a version of the par_unseq and unseq execution policies in HPX that makes use of these guarantees to provide compilers with as many hints as possible to encourage auto-vectorization.","['https://github.com/STEllAR-GROUP/hpx/pull/6005', 'https://github.com/STEllAR-GROUP/hpx/pull/6007', 'https://github.com/STEllAR-GROUP/hpx/pull/5973']",['https://github.com/STEllAR-GROUP/hpx/issues'],"c++, openmp, compilers","high performance computing, SIMD, Auto-Vectorization"
12, Scancode.io/Scancode Toolkit: Create web application to scan and review a single license text ,"Create a web app and JSON Rest API to detect any text for license, and submit bugs (SCTK-aaS). This project is to create a web-based mini application...", lf32 ," Mentor  Philippe Ombredanne, ayansinha, AvishrantSh, Thomas Druez ", Organization  AboutCode ,/archive/2022/projects/qLGnC87T,https://aboutcode.readthedocs.io/en/latest/archive/gsoc/reports/2022/scancodeio_akhil.html,No,Yes,"Create a web app and JSON Rest API to detect any text for license, and submit bugs (SCTK-aaS).

This project is to create a web-based mini application to be plugged in ScanCode.io as a new Django app with its own model that would receive a text as an input and run ScanCode Toolkit license and copyright detection on this text. It would display the results such that the matched texts and all matching details are easy to understand and make it visually obvious what was matched and how it was matched. It should also allow to easily provide feedback if the detection is not correct, and suggest a better detection and possibly the creation of a new license detection rule. It should also integrate and run the ""scancode-analyzer"" https://github.com/nexB/scancode-analyzer/ to find possible issues automatically. Finally it should allow the report of a license detection easily and integrated in the app based on the results.",[],[],"python, javascript, Django+PostgreSQL","dependencies, Licenses"
13, Ion mobility data format support ,This project aims add support for new data formats of ion mobility-mass spectrometry data. Data from additional formats shall be read into the MZmine..., Tarush Singh , Mentor  SteffenHeu , Organization  MZmine ,/archive/2022/projects/GDw7Ye9P,https://github.com/mzmine/mzmine3/pull/763,No,Yes,"This project aims add support for new data formats of ion mobility-mass spectrometry data. Data from additional formats shall be read into the MZmine software using the existing data structures. 
 A Java  wrapper package will be developed using Java Native Access to harness the functionality of libraries Provided by vendor in specific binary formats, which can be utilized for accessing the internal structures.
The primary target is the Waters .raw data format.","['/login?return_to=https%3A%2F%2Fgithub.com%2Fmzmine%2Fmzmine%2Fpull%2F763', '/login?return_to=https%3A%2F%2Fgithub.com%2Fmzmine%2Fmzmine%2Fpull%2F763', '/login?return_to=https%3A%2F%2Fgithub.com%2Fmzmine%2Fmzmine%2Fpull%2F763', 'https://github.com/mzmine/mzmine3/pull/763']",[],"c, java, c++, JNA","mass spectrometry, IMS-MS Coupling"
14, cve-bin-tool: Add new datasources for vulnerabilities ,cve-bin-tool currently uses the National Vulnerability Database as its only source of vulnerabilities. However not all vulnerabilities are captured..., rhythmrx9 ," Mentor  Terri Oda, aph, imsahil007 ", Organization  Python Software Foundation ,/archive/2022/projects/ZNQcn6qI,https://gist.github.com/rhythmrx9/dbabb682f04f9a648cc6231b986c4aec,No,Yes,"cve-bin-tool currently uses the National Vulnerability Database as its only source of vulnerabilities. However not all vulnerabilities are captured in the N.V.D and there are other sources which may also be useful in understanding the vulnerability status of a product. 
This project aims to add data sources for vulnerabilities, by creating a framework that allows for the use of multiple databases, and minimises duplicate reporting of vulnerabilities.","['https://github.com/intel/cve-bin-tool/pull/1706', 'https://github.com/intel/cve-bin-tool/pull/1751', 'https://github.com/intel/cve-bin-tool/pull/1860', 'https://github.com/intel/cve-bin-tool/pull/1875', 'https://github.com/intel/cve-bin-tool/pull/1750', 'https://github.com/intel/cve-bin-tool/pull/1844', 'https://github.com/intel/cve-bin-tool/pull/1846', 'https://github.com/intel/cve-bin-tool/pull/1867', 'https://github.com/intel/cve-bin-tool/pull/1868', 'https://github.com/intel/cve-bin-tool/pull/1869', 'https://github.com/intel/cve-bin-tool/pull/1877', 'https://github.com/intel/cve-bin-tool/pull/1903', 'https://github.com/intel/cve-bin-tool/pull/1931', 'https://github.com/intel/cve-bin-tool/pull/1933', 'https://github.com/intel/cve-bin-tool/pull/1949']",[],python,"databases, apis"
15, Conversion between GenBank and SBOL3 ,The SBOL-Utilities repository is a python library that provides many useful methods and utilities on top of the main PySBOL3 implementation of SBOL3...., Mohit Makwana ," Mentor  Tom Mitchell, jakebeal, Vishwesh Kulkarni ", Organization  National Resource for Network Biology (NRNB) ,/archive/2022/projects/IvKQhkk9,https://github.com/SynBioDex/SBOL-utilities/pull/186,No,Yes,"The SBOL-Utilities repository is a python library that provides many useful
methods and utilities on top of the main PySBOL3 implementation of SBOL3. All
the utilities created in the SBOL-Utilities repository follows the design choices and
implementations as described in the various SEPs (SBOL Enhancement
Protocols). Now, GenBank is another popular file format for storing sequences,
DNA components, etc, just like SBOL. Currently, SBOL-Utilities supports
conversion to GenBank from SBOL3, but only by having an intermediate SBOL2
conversion. What I seek to implement in this project is a way to directly convert
SBOL3 to GenBank, without any intermediate file formats.
The final goal is to have a set of test GenBank files generated from conversion and implement unit tests for the same.","['/login?return_to=https%3A%2F%2Fgithub.com%2FSynBioDex%2FSBOL-utilities%2Fpull%2F186', '/login?return_to=https%3A%2F%2Fgithub.com%2FSynBioDex%2FSBOL-utilities%2Fpull%2F186', 'https://github.com/SynBioDex/SBOL-utilities/pulls?q=label%3Asbol3-genbank+', 'https://github.com/SynBioDex/SBOL-utilities/pull/131', 'https://github.com/SynBioDex/SBOL-utilities/pull/135', 'https://github.com/SynBioDex/SBOL-utilities/pull/188', 'https://github.com/SynBioDex/SBOL-utilities/pull/188', 'https://github.com/SynBioDex/SBOL-utilities/pull/199', 'https://github.com/SynBioDex/SBOL-utilities/pull/201', 'https://github.com/SynBioDex/SBOL-utilities/pull/203', 'https://github.com/SynBioDex/SBOL-utilities/pull/206', 'https://github.com/SynBioDex/SBOL-utilities/pull/206', 'https://github.com/SynBioDex/SBOL-utilities/pull/203', 'https://github.com/SynBioDex/SBOL-utilities/pull/186#event-8974650330', '/login?return_to=https%3A%2F%2Fgithub.com%2FSynBioDex%2FSBOL-utilities%2Fpull%2F186', 'https://github.com/SynBioDex/SBOL-utilities/pull/186']","['https://github.com/nrnb/GoogleSummerOfCode/issues/183', 'https://github.com/SynBioDex/SBOL-utilities/issues/200', 'https://github.com/SynBioDex/SBOL-utilities/issues/207']","python, java, SBOL3, Biopython, GenBank","library, BioPython"
16, Reinforcement Learning for pick and place operations ,The aim of the project is to train a optimal controller using Deep Reinforcement Learning for pick and place operations. The agent improves from a..., Vamsi Anumula ," Mentor  Pilar Bachiller, Juan M. Haut ", Organization  RoboComp ,/archive/2022/projects/XJDzk1aT,https://github.com/robocomp/robocomp-pick-and-place/tree/sac_her,No,Yes,"The aim of the project is to train a optimal controller using Deep Reinforcement Learning for pick and place operations. The agent improves from a existing grasping policy by learning and finetuning online using RL. This can be achieved using a couple of ways: 1) Behaviour Cloning and then finetuning the pretrained model online 2) Using an Offline RL algorithm like Conservative Q-Learning(CQL). Once an optimal controller is developed, this policy will be trained again to grasp a new object using Transfer Learning.",[],[],"python, pytorch","machine learning, robotics, Deep Reinforcement Learning"
17, [Data Retriever] High-performance parallel computing for model fitting and prediction ,The aim of this project is to make the currently running forecasting system capable of parallelization. This is needed because the forecasting system..., Prayas Jain ," Mentor  Henry Senyondo, Ethan White, Juniper Simonis ", Organization  NumFOCUS ,/archive/2022/projects/qBazQsVJ,https://prayasj.github.io/#/blogs/8,No,Yes,"The aim of this project is to make the currently running forecasting system capable of parallelization. This is needed because the forecasting system currently follows a sequential method to forecast, which could be further optimized in the terms of time it takes by using multiple cores both on individual machines and High Performance Computers (HPC). This would be achieved by applying a forked parallelization method on the embarrassingly parallel problem available within the project currently.",['https://github.com/weecology/portalcasting/pull/293'],[],r,Parallel Programming
18, Making ocean biodiversity data easily accessible with python (pyobis revamp) ,"The goal of the project is to modify the pyobis python package to support the new OBIS API v3. This project also aims to improve tests coverage,...", Ayush Anand ," Mentor  Filipe Fernandes, Mathew Biddle, 7yl4r ", Organization  IOOS ,/archive/2022/projects/aMwpR5uH,https://ayushanand18.github.io/GSoC_design_documents,No,No,"The goal of the project is to modify the pyobis python package to support the new OBIS API v3. This project also aims to improve tests coverage, diversify example usage, analyze and visualize fetched data from the updated package, and push the new version to PyPI.
The pyobis package is really powerful and can fetch huge ocean biodiversity data through the OBIS API.  It is interesting to note that OBIS also holds data for species even dating back to around 1078 AD, which makes pyobis even more essential to be maintained. 
As an extended objective, I will also create a high-level module inside pyobis package that can allow users to visualize data directly.",['https://github.com/iobis/pyobis/pulls?q=is%3Apr+is%3Aclosed+author%3Aayushanand18'],['https://github.com/iobis/pyobis/issues?q=is%3Aopen+is%3Aclosed+author%3Aayushanand18+'],"python, pandas, ocean science","open data, data science"
19, libvirt-CI: Support for container executions  in libvirt's lcitool using a container library binding ,Libvirt has a tool called lcitool which is used for managing the CI need for libvirt and related projects. Improvements will be made to the system..., Abdulwasiu Apalowo ," Mentor  Erik Skultety, Pavel Hrdina ", Organization  libvirt ,/archive/2022/projects/VQiBk1ub,https://bazzan.hashnode.dev/gsoc22-final-report,No,No,"Libvirt has a tool called lcitool which is used for managing the CI need for libvirt and related projects. Improvements will be made to the system toward extending the container functionality to build a container locally, and execute workloads in the container. This will give libvirt developers and maintainers the ability to debug in a project specific manner among other use cases.

The goal of the project is to use podman-py, a python binding for the RESTful API of podman services , to implement this feature.",[],[],"python, Podman, podman-py","continuous integration, software, Containerization, Restful API"
20, Symbolic empirical representation of squared amplitudes in high-energy physics ,Calculating squared amplitudes and cross sections of a Feynman Diagram in high-energy physics is a tedious task. While software like MARTY (A Modern..., Marco Knipfer ," Mentor  ML4SCI, Abdulhakim Alnuqaydan ", Organization  Machine Learning for Science (ML4SCI) ,/archive/2022/projects/pb2tY6OB,https://github.com/BoGGoG/SYMBA,No,No,"Calculating squared amplitudes and cross sections of a Feynman Diagram in high-energy physics is a tedious task. While software like MARTY (A Modern Artificial Theoretical Physicist) exist, the calculations can still take very long, even on the order of days or weeks for one single diagram.
However, there are applications where it would be of great benefit to be able to quickly calculate many squared amplitudes. The project I propose here is about using Machine Learning—in particular Natural Language Processing—to achieve exactly this: A fast prediction of squared amplitudes and cross sections.",[],[],"python, tensorflow, pytorch","machine learning, natural language processing, Feynman Diagrams"
21, Edge connectivity and edge disjoint spanning trees in digraphs ,The current method used for finding edge disjoint spanning trees in directed graphs fails in some instances. The goal of this project is to implement..., c1e0 , Mentor  David Coudert , Organization  SageMath ,/archive/2022/projects/J4J1ITUL,https://gist.github.com/enjeck/825653ba7687eecf16104db02a57cb53,Yes,Yes,The current method used for finding edge disjoint spanning trees in directed graphs fails in some instances. The goal of this project is to implement two combinatorial algorithms for finding edge disjoint spanning trees in digraphs.,[],[],"python, cython","math, algorithms, graphs"
22, D-MPNN Model Implementation for DeepChem ,"The DeepChem project aims to create high-quality, open-source tools to democratize the use of deep learning in drug discovery, materials science,...", Aryan Amit Barsainyan , Mentor  Bharath Ramsundar , Organization  Open Chemistry ,/archive/2022/projects/TKDPK1ZV,https://medium.com/@aryan.barsainyan/google-summer-of-code-2022-8ad4a5c93668,No,No,"The DeepChem project aims to create high-quality, open-source tools to democratize the use of deep learning in drug discovery, materials science, quantum chemistry, and biology. Among its suite of various machine learning models, it has a wide range of graphs-based neural network model implementations aimed to solve the applications such as predicting the solubility of small drug-like molecules, binding affinity for small molecule to protein targets, analyzing protein structures, and extracting useful descriptors. 

This project seeks to bring a new tool to the DeepChem suite for solving message passing problems based on the recent advancements in GCNs research. This project aims to implement a Directed – Message Passing Neural Network (D-MPNN) model, a graph convolution network (GCN) built upon the existing Message Passing Neural Network (MPNN) model based on the base implementation in Chemprop.",[],[],python,"machine learning, deep learning, Chemoinformatics, Message passing neural networks, Graph Convolution Neural Network"
